ts	imei	mwra	c.katana	c.android.chrome	c.android.gm	c.dogalize	c.android.youtube	c.updateassist	c.UCMobile.intl	c.raider	c.android.vending	c.UCMobile.x86
2018-05-07 08:20:00	3590433799317661131	1.00000	7.50812	8.33822	9.99052	7.73013	8.79069	51.41371	33.08720	57.10819	64.61796	25.65649
2018-05-07 08:21:00	359043379931766304	1.00000	8.00762	9.31516	8.56233	10.44065	12.92916	44.27078	53.83562	34.57032	37.21757	70.75987
2018-05-07 08:22:00	359043379931766981	1.00000	8.93125	8.90525	8.33026	11.46837	5.00766	59.25476	65.76014	28.52697	31.48914	37.00998
2018-05-07 08:23:00	3590433799317661172	1.00000	10.81515	9.51402	7.65202	13.78812	8.27983	48.52948	36.92031	45.37413	21.52601	58.72008
2018-05-07 08:24:00	3590433799317661040	0.00000	5.25807	8.05828	15.01312	15.29192	16.02506	50.55657	44.64908	50.48698	31.77520	37.24044
2018-05-07 08:25:00	863033069630348750	1.00000	16.49087	17.65518	15.08319	7.74991	14.84437	39.89279	41.31414	64.24346	20.85506	67.07748
2018-05-07 08:26:00	359043379931766601	1.00000	7.98368	10.29813	11.16170	7.76977	9.03832	51.49565	42.18179	43.25538	78.04320	42.73438
2018-05-07 08:27:00	3590433799317661925	0.00000	8.40200	12.33957	15.49992	10.43528	14.85998	48.71284	53.48933	71.16595	70.02043	76.45453
2018-05-07 08:28:00	863033069630348578	0.00000	6.52050	11.80147	14.22377	9.34330	10.01531	17.11760	48.34410	73.48602	12.39082	37.61434
2018-05-07 08:29:00	863033069630348545	1.00000	12.02025	14.21893	13.15807	12.38755	16.72125	35.50196	62.98709	49.93854	6.16757	41.91359
2018-05-07 08:30:00	359043379931766478	0.00000	10.65516	9.33272	16.53629	14.87580	14.93893	63.49550	54.09471	44.53795	62.72673	10.03161
2018-05-07 08:31:00	8630330696303481370	1.00000	13.07503	13.34316	12.71912	10.71164	13.31630	29.31694	71.35203	57.92174	39.40013	17.47095
2018-05-07 08:32:00	359043379931766346	0.00000	10.87900	9.03717	12.59772	7.70654	9.91378	63.75308	41.41836	42.86262	92.46757	50.65841
2018-05-07 08:33:00	863033069630348503	1.00000	12.32168	9.83177	7.14598	11.56466	12.19395	43.24935	70.80056	76.60630	12.94619	55.55949
2018-05-07 08:34:00	8630330696303481255	0.00000	5.23073	13.36153	10.56742	12.38779	13.15893	34.51721	25.62649	60.67566	68.46962	33.29264
2018-05-07 08:35:00	3590433799317662071	0.00000	7.44330	11.78335	13.15354	10.20024	13.40181	52.18746	53.32430	70.07341	39.93491	45.15297
2018-05-07 08:36:00	359043379931766114	1.00000	14.79954	12.97083	13.01250	9.33820	15.46857	36.70435	57.06527	36.84831	63.79952	23.01230
2018-05-07 08:37:00	863033069630348891	1.00000	14.16878	13.65775	12.19819	7.77757	12.94096	78.49169	25.88106	31.32376	19.36286	49.85838
2018-05-07 08:38:00	863033069630348909	1.00000	11.36928	12.16824	13.28064	9.74471	13.14186	46.60608	41.94517	19.06651	2.60730	53.82951
2018-05-07 08:39:00	863033069630348222	1.00000	11.40278	13.63235	10.11066	10.10853	11.67595	50.64500	56.86202	60.70296	46.21331	21.92938
2018-05-07 08:40:00	3590433799317661917	0.00000	8.74110	11.68972	12.71256	12.83242	13.48927	23.19087	17.85680	59.46324	81.40889	63.10129
2018-05-07 08:41:00	8630330696303481453	1.00000	12.93051	14.10851	12.61766	9.01387	12.80406	50.84139	54.37866	53.15845	83.10878	80.38204
2018-05-07 08:42:00	3590433799317661974	1.00000	9.60624	11.39164	10.53908	10.33269	14.74371	21.15719	53.12658	48.23753	10.45413	98.58901
2018-05-07 08:43:00	863033069630348867	1.00000	12.37103	14.86453	12.23092	10.55051	13.90914	46.47568	70.36984	40.90253	36.32532	4.51579
2018-05-07 08:44:00	8630330696303481958	1.00000	14.59099	15.28780	13.17275	10.43154	9.55723	60.92165	30.58878	49.47325	46.98584	48.39232
2018-05-07 08:45:00	359043379931766551	1.00000	15.40740	13.30770	16.56434	7.78152	15.96369	35.96583	50.58376	40.17827	90.46872	9.57603
2018-05-07 08:46:00	8630330696303482337	0.00000	7.73372	14.37598	15.35558	8.27900	12.78911	55.04794	13.99995	54.67386	81.03500	85.82733
2018-05-07 08:47:00	8630330696303481040	1.00000	12.65152	8.95774	7.65727	11.04628	11.18528	68.12893	35.92500	47.05874	71.21038	22.43698
2018-05-07 08:48:00	8630330696303482428	1.00000	9.37633	10.74591	11.85101	13.23384	16.57694	47.13471	36.97303	9.31814	45.78417	73.69962
2018-05-07 08:49:00	8630330696303481321	0.00000	10.87127	17.02074	18.74541	6.83778	14.49222	40.38625	27.43937	41.83502	30.18752	63.80279
2018-05-07 08:50:00	863033069630348172	1.00000	9.50293	9.45439	9.08152	9.87594	10.31291	39.57175	51.66316	48.54792	50.59473	11.11681
2018-05-07 08:51:00	359043379931766130	0.00000	9.04959	11.10216	10.96615	9.36967	11.64125	18.61005	48.50663	47.66691	96.95068	47.35840
2018-05-07 08:52:00	8630330696303482444	0.00000	10.74260	9.75871	12.45788	11.87958	11.65138	50.80273	57.12279	49.92969	49.82674	19.39437
2018-05-07 08:53:00	3590433799317661479	1.00000	12.69804	10.66941	8.05188	10.44839	6.94224	41.73445	33.68185	44.41120	18.61612	71.41572
2018-05-07 08:54:00	359043379931766502	1.00000	11.35459	11.54772	9.54053	9.80712	9.38912	26.19630	55.74995	54.82479	44.34770	84.93022
2018-05-07 08:55:00	8630330696303482006	0.00000	10.14176	9.57096	13.76167	12.57566	12.48466	54.14601	20.46256	21.83014	73.92669	36.71372
2018-05-07 08:56:00	863033069630348198	1.00000	13.72383	10.36600	7.63151	11.22949	8.65116	42.50819	37.68501	44.43534	70.24677	69.69577
2018-05-07 08:57:00	3590433799317661867	0.00000	8.64157	15.17898	13.28230	8.81873	12.58595	23.55952	41.92211	53.68238	88.45912	73.90268
2018-05-07 08:58:00	3590433799317661917	0.00000	6.61385	13.83859	12.90776	9.19644	14.78872	34.34679	48.74875	63.30612	12.93039	37.75742
2018-05-07 08:59:00	3590433799317662451	1.00000	12.66706	11.59704	4.84009	10.10528	8.08655	40.38023	29.95692	53.77331	47.71699	85.61347
2018-05-07 09:00:00	359043379931766791	1.00000	8.06815	11.87769	8.52614	11.78881	8.67005	38.65810	23.98829	48.58714	78.06971	18.08410
2018-05-07 09:01:00	8630330696303482063	0.00000	8.41240	11.78790	11.96741	11.29816	14.86522	32.00737	60.44013	43.79015	86.87092	32.63707
2018-05-07 09:02:00	8630330696303482105	1.00000	12.61617	13.03866	13.29870	10.33779	10.41089	58.96898	40.77187	52.07700	27.94236	30.88878
2018-05-07 09:03:00	8630330696303481172	1.00000	6.80864	10.42614	9.45667	10.37261	8.98219	35.77064	45.78199	52.59571	15.60710	65.34429
2018-05-07 09:04:00	359043379931766130	0.00000	15.54125	16.23088	14.51736	8.94229	15.66113	50.03887	34.90877	45.88492	2.04008	70.70919
2018-05-07 09:05:00	3590433799317661990	1.00000	14.29842	14.97662	13.30394	7.44204	14.32554	36.50410	37.59933	47.07394	22.09786	23.11983
2018-05-07 09:06:00	3590433799317661941	1.00000	13.63271	14.57632	13.66360	10.48826	13.83369	64.39199	52.18387	43.17251	72.41588	29.42459
2018-05-07 09:07:00	8630330696303481032	1.00000	13.20481	11.71137	14.05603	8.80844	12.40259	40.75324	39.31190	52.83161	1.26563	51.01996
2018-05-07 09:08:00	3590433799317661628	1.00000	7.60135	9.64064	10.31485	9.31661	10.41284	44.15394	30.62978	59.42754	94.31196	46.40673
2018-05-07 09:09:00	863033069630348966	1.00000	14.55612	14.35535	13.61581	11.59263	18.11920	77.13510	29.25464	49.39391	98.14964	88.46012
2018-05-07 09:10:00	8630330696303481024	1.00000	7.65772	9.14006	7.21651	10.59514	8.01638	42.54776	30.45893	64.41880	9.42340	88.10049
2018-05-07 09:11:00	8630330696303481271	1.00000	13.63245	15.07536	12.80235	13.45108	11.35306	60.00622	50.08990	37.07118	77.22172	6.53433
2018-05-07 09:12:00	863033069630348636	1.00000	10.47163	9.90003	10.62549	10.01827	14.41040	49.15928	35.07909	37.12046	55.19436	48.74473
2018-05-07 09:13:00	359043379931766395	1.00000	17.60236	14.75111	16.15242	8.43594	14.04703	61.96632	39.31002	28.08833	73.80876	41.40923
2018-05-07 09:14:00	8630330696303481826	1.00000	16.07318	15.24801	14.56583	11.88768	16.35334	58.11422	42.22697	42.67003	96.59297	3.14563
2018-05-07 09:15:00	3590433799317662428	0.00000	9.55740	11.51155	12.54663	9.44238	15.42564	60.30333	57.92871	15.60516	24.68107	70.14190
2018-05-07 09:16:00	8630330696303481172	0.00000	8.88060	14.42668	12.27666	9.14563	14.83518	58.77340	67.70389	56.70471	31.19184	14.36132
2018-05-07 09:17:00	359043379931766387	0.00000	8.52008	11.55251	12.93655	13.11111	11.29382	32.47250	53.46497	30.86179	40.68275	63.29070
2018-05-07 09:18:00	359043379931766858	1.00000	15.41506	16.16041	15.04629	9.13134	12.83943	19.76304	44.58257	29.31986	7.97477	75.70862
2018-05-07 09:19:00	359043379931766197	0.00000	10.17842	9.52872	12.38260	16.38538	15.33652	45.65790	54.78818	54.46299	85.35584	2.53297
2018-05-07 09:20:00	359043379931766791	1.00000	14.72898	14.35377	14.02909	7.26009	12.31752	53.08349	49.92097	43.50398	71.81065	62.10577
2018-05-07 09:21:00	863033069630348156	1.00000	15.81949	12.71503	14.32128	9.09897	14.24714	67.55459	64.25936	62.34728	45.28445	25.83416
2018-05-07 09:22:00	8630330696303481164	1.00000	14.30768	14.50406	14.43514	10.42702	12.66623	43.71350	51.16289	66.14779	74.27044	6.65923
2018-05-07 09:23:00	359043379931766221	0.00000	10.39160	8.00530	15.45234	14.58356	12.90785	53.47404	61.83806	56.64199	79.67506	93.12976
2018-05-07 09:24:00	3590433799317662436	0.00000	8.53595	13.45144	12.58094	13.76426	15.66722	52.78556	34.37458	32.89609	13.70689	4.50495
2018-05-07 09:25:00	8630330696303481453	1.00000	13.79462	15.16215	14.78884	9.50461	12.87416	45.38522	58.42737	54.86052	97.19149	4.08709
2018-05-07 09:26:00	3590433799317662089	0.00000	9.78434	12.20364	14.13345	12.56494	14.01323	33.63518	41.56793	64.82170	36.55547	86.42707
2018-05-07 09:27:00	3590433799317661172	1.00000	13.70055	9.16558	9.56090	10.06697	6.40684	50.79866	24.91761	42.53146	1.95155	90.23754
2018-05-07 09:28:00	3590433799317661248	1.00000	5.25626	8.52755	12.36485	7.47608	7.10759	42.54725	64.88475	48.83482	51.21271	35.38462
2018-05-07 09:29:00	863033069630348552	1.00000	8.62091	9.04729	7.37530	13.41752	7.13798	19.22471	33.50307	44.61619	31.53198	96.61136
2018-05-07 09:30:00	8630330696303482352	1.00000	12.66793	13.34967	12.99780	9.30227	12.64759	53.97207	78.10096	31.20835	45.80480	65.53779
2018-05-07 09:31:00	863033069630348255	1.00000	9.18575	9.68912	9.06680	10.70054	8.34185	38.79412	40.95946	55.42667	15.17267	57.16153
2018-05-07 09:32:00	8630330696303481362	0.00000	11.15447	12.11313	16.31664	12.88537	10.46523	28.81115	46.73743	55.97091	55.68446	31.26850
2018-05-07 09:33:00	863033069630348412	0.00000	9.59636	4.60143	11.25315	13.30833	16.38305	47.87778	40.03448	69.30374	77.62126	61.41935
2018-05-07 09:34:00	359043379931766312	0.00000	8.53907	7.86290	14.09079	15.36585	17.07101	48.77264	25.98855	54.84571	14.78064	75.89208
2018-05-07 09:35:00	359043379931766304	1.00000	6.42837	10.72782	10.22069	6.47602	10.43524	60.15578	32.48350	72.07820	41.69984	80.82747
2018-05-07 09:36:00	863033069630348305	1.00000	9.09938	9.73416	11.80298	8.61246	9.21532	67.56511	40.12457	50.33988	21.78649	46.62426
2018-05-07 09:37:00	3590433799317661008	0.00000	14.46790	15.54069	13.52238	9.20240	12.11070	64.10229	71.47565	48.72436	44.11752	7.09599
2018-05-07 09:38:00	3590433799317661214	1.00000	13.06033	13.88317	12.66013	11.53175	15.22498	31.22475	44.14784	44.15296	66.93075	42.14418
2018-05-07 09:39:00	863033069630348636	1.00000	14.62688	9.57856	14.01743	6.62845	9.81726	22.46675	32.85708	32.80793	89.05127	38.73687
2018-05-07 09:40:00	3590433799317661735	1.00000	13.62363	15.54057	12.86716	8.43274	10.65440	42.42315	38.09988	59.10610	60.01144	18.66012
2018-05-07 09:41:00	359043379931766262	1.00000	10.94567	12.65845	10.60956	11.70914	17.67733	33.01325	22.59062	43.18737	34.98287	57.56499
2018-05-07 09:42:00	359043379931766353	1.00000	14.35832	13.21158	15.78608	11.64282	16.37201	20.32307	35.61145	34.25011	88.64156	10.43000
2018-05-07 09:43:00	863033069630348057	1.00000	13.01846	12.76974	13.29950	11.43124	10.95484	44.34882	67.09839	44.27468	83.68952	95.95053
2018-05-07 09:44:00	359043379931766734	1.00000	10.24083	12.18212	10.18849	9.57748	11.66970	52.84842	32.98379	47.77676	37.01084	56.73946
2018-05-07 09:45:00	863033069630348792	1.00000	10.33544	8.33247	9.70640	13.37397	8.43539	29.20682	45.34932	55.15881	94.98220	5.92838
2018-05-07 09:46:00	3590433799317661784	1.00000	8.42778	11.48090	9.82060	8.06120	10.08106	35.91019	75.99780	46.62149	35.21820	54.41304
2018-05-07 09:47:00	3590433799317661321	1.00000	9.87058	8.77480	11.38571	10.10801	9.81632	46.35058	63.42127	63.22924	10.58934	23.19791
2018-05-07 09:48:00	8630330696303482253	0.00000	12.69048	11.54393	11.18117	12.24071	13.84232	52.56644	42.67750	52.52987	81.86524	40.73264
2018-05-07 09:49:00	3590433799317662477	0.00000	8.03107	12.27856	14.02864	11.60756	14.64101	51.22471	50.61175	68.43733	9.07392	75.41762
2018-05-07 09:50:00	8630330696303481701	0.00000	7.82312	7.97537	13.78098	11.77179	12.55270	47.96397	55.87409	31.95123	17.93617	33.74406
2018-05-07 09:51:00	3590433799317662006	1.00000	7.11167	11.84816	9.38948	4.05080	8.53839	57.11953	53.78714	45.21959	16.89583	57.36251
2018-05-07 09:52:00	8630330696303481651	1.00000	9.92186	9.29424	13.70680	9.40593	12.38504	59.30514	62.72740	23.83028	57.04425	54.83994
2018-05-07 09:53:00	359043379931766049	1.00000	8.73341	10.11155	8.25983	9.35578	11.16823	53.03370	16.18329	40.53978	9.81209	22.77758
2018-05-07 09:54:00	8630330696303481859	0.00000	10.67790	11.81209	12.88575	10.81214	14.95212	26.85410	38.71979	47.30106	18.29706	87.26094
2018-05-07 09:55:00	359043379931766049	0.00000	9.12378	10.36407	12.72584	13.60490	14.63172	10.67763	41.55384	55.71289	68.91673	73.06001
2018-05-07 09:56:00	359043379931766353	1.00000	10.49038	8.55094	11.77139	9.34577	7.93969	45.62504	43.00673	19.05785	3.54136	52.31525
2018-05-07 09:57:00	359043379931766619	0.00000	11.03519	12.48462	11.75525	8.91414	12.75015	28.06923	58.81566	45.68191	14.52625	43.21554
2018-05-07 09:58:00	8630330696303482121	0.00000	11.29029	8.63068	15.75552	15.45442	15.98898	80.30367	36.89215	37.40289	84.85447	47.51314
2018-05-07 09:59:00	3590433799317661321	0.00000	8.64691	8.43419	11.68145	13.58088	15.09555	46.84006	47.78342	74.34696	33.28624	4.39760
2018-05-07 10:00:00	3590433799317661099	0.00000	9.41610	10.99580	15.28906	15.34696	10.67637	44.16651	37.89244	47.35186	38.15720	60.74240
2018-05-07 10:01:00	3590433799317661347	0.00000	5.58433	11.79779	16.09022	8.24173	12.32253	45.01425	33.99656	46.24408	59.85478	52.88052
2018-05-07 10:02:00	8630330696303482428	1.00000	9.28454	9.87220	9.87750	9.52110	11.90587	60.78590	53.02112	34.35110	8.70424	43.44664
2018-05-07 10:03:00	3590433799317661115	0.00000	11.95391	11.26927	12.28424	15.80241	8.08570	50.42226	47.15042	38.81271	5.77280	88.29038
2018-05-07 10:04:00	8630330696303481511	0.00000	7.77206	9.55305	10.10047	11.35882	9.96908	47.32422	58.28991	37.34561	92.59513	33.59942
2018-05-07 10:05:00	8630330696303481016	1.00000	7.92208	8.78932	13.21620	6.95336	10.20967	67.47148	56.37965	59.21834	10.48134	26.27061
2018-05-07 10:06:00	8630330696303482493	1.00000	10.96888	12.90684	11.95042	9.21450	11.90568	42.18349	79.63314	42.86743	32.63857	22.35252
2018-05-07 10:07:00	8630330696303481016	0.00000	10.80495	10.01731	14.23528	10.69896	11.01601	35.41808	41.96852	40.86203	60.39100	59.41165
2018-05-07 10:08:00	359043379931766353	1.00000	16.96385	12.56058	16.26523	10.62656	11.22354	62.54113	46.44071	36.95037	89.16399	99.73968
2018-05-07 10:09:00	8630330696303482196	1.00000	6.97727	8.98261	6.01200	12.72365	8.71698	49.65242	49.22368	49.72854	43.17266	65.07353
2018-05-07 10:10:00	8630330696303481040	1.00000	10.97260	12.01737	11.01566	12.22844	13.41217	65.10227	45.03776	52.55920	31.50181	61.24440
2018-05-07 10:11:00	3590433799317661222	0.00000	10.61950	9.26206	13.54903	13.92921	13.29181	50.91027	43.93374	54.37559	80.04863	40.55705
2018-05-07 10:12:00	863033069630348990	1.00000	11.69132	13.20007	11.06239	10.78822	13.62383	57.03317	48.19285	39.00401	60.55011	7.27501
2018-05-07 10:13:00	359043379931766056	0.00000	10.23867	11.95052	14.24501	12.35179	12.38291	37.83627	36.89975	35.41427	63.86144	24.80821
2018-05-07 10:14:00	359043379931766544	1.00000	11.83482	11.70363	7.85328	8.57634	10.54169	48.12091	44.14036	60.65567	51.26122	22.52080
2018-05-07 10:15:00	863033069630348321	0.00000	9.71396	12.17627	12.14958	11.26796	14.92870	32.98788	52.95461	35.92261	89.78542	77.09421
2018-05-07 10:16:00	8630330696303481347	0.00000	7.53245	9.95348	11.02077	9.15620	9.55529	53.59019	45.59791	55.08746	75.84442	66.48292
2018-05-07 10:17:00	8630330696303481776	1.00000	9.64106	10.49799	12.26641	9.68035	10.17520	81.04817	46.34908	44.68054	38.71146	6.71929
2018-05-07 10:18:00	8630330696303481537	1.00000	7.43602	6.40850	13.36679	9.38903	8.12434	45.40992	34.88521	46.10205	43.75555	18.65747
2018-05-07 10:19:00	359043379931766403	1.00000	9.26240	9.53329	10.32587	9.67177	8.96735	38.54166	67.96505	52.84240	27.31179	55.54797
2018-05-07 10:20:00	359043379931766817	0.00000	11.42816	9.37380	14.24260	13.24577	14.68653	67.29281	47.52310	56.96721	20.82323	19.43168
2018-05-07 10:21:00	359043379931766635	1.00000	15.32979	14.74891	16.30303	11.47211	14.73098	43.18782	32.67464	40.99327	66.64405	63.70011
2018-05-07 10:22:00	359043379931766775	1.00000	12.71900	11.09188	5.81293	12.13863	6.11759	32.46860	56.79234	33.74424	16.95544	31.86161
2018-05-07 10:23:00	8630330696303481099	0.00000	7.20995	14.81167	14.30519	9.97289	13.15969	51.14438	46.10116	39.16144	79.60283	72.00890
2018-05-07 10:24:00	359043379931766775	1.00000	12.89590	8.66018	8.57687	11.16157	10.08747	38.46543	33.52320	47.62585	39.98451	87.69792
2018-05-07 10:25:00	863033069630348800	1.00000	6.69551	10.39853	8.81950	8.62849	9.94826	51.34972	58.48610	29.55904	22.79353	12.38342
2018-05-07 10:26:00	8630330696303482022	1.00000	12.65932	12.47011	13.50484	14.33911	17.13018	51.83649	82.53547	46.23743	94.25267	68.65004
2018-05-07 10:27:00	3590433799317661255	0.00000	5.30896	10.47636	15.31437	11.31488	13.92769	52.57375	31.42364	59.90379	81.83989	82.43227
2018-05-07 10:28:00	359043379931766924	1.00000	12.14051	11.44725	6.07737	12.31700	11.06347	51.10560	36.31165	53.12007	87.39937	41.09835
2018-05-07 10:29:00	8630330696303481487	0.00000	13.36957	15.85221	13.70667	7.53537	16.52263	53.03716	48.22757	37.82142	21.02955	54.23476
2018-05-07 10:30:00	8630330696303481073	0.00000	8.17614	8.94846	15.91273	15.03985	15.77375	57.32270	32.00630	44.85929	76.95816	39.81625
2018-05-07 10:31:00	3590433799317661743	1.00000	12.83847	16.14857	11.10086	9.89458	11.71187	59.47853	34.50390	42.48451	80.23194	50.06250
2018-05-07 10:32:00	8630330696303481040	1.00000	12.27769	13.21611	11.40699	11.19833	16.37933	57.91513	24.82784	22.93536	3.44666	59.87443
2018-05-07 10:33:00	3590433799317661743	0.00000	12.37798	6.98685	15.89802	11.74766	12.76348	59.52685	51.99845	41.35977	12.21756	48.30965
2018-05-07 10:34:00	8630330696303481206	0.00000	12.03417	9.02644	13.24029	16.99987	19.13915	53.82188	27.05157	38.47603	91.07706	2.51306
2018-05-07 10:35:00	359043379931766908	1.00000	16.50641	15.38269	15.77209	9.08670	14.51888	44.16648	39.74209	41.35403	78.43886	44.65882
2018-05-07 10:36:00	359043379931766163	1.00000	13.02887	13.72819	12.60416	8.28152	11.55173	46.91653	30.76700	27.28716	73.17855	20.58175
2018-05-07 10:37:00	863033069630348677	0.00000	13.42227	15.00540	13.33659	9.88943	13.00436	31.61609	42.75294	66.42718	99.84041	89.92679
2018-05-07 10:38:00	3590433799317661685	1.00000	11.18404	12.08153	10.98540	9.38829	11.50843	42.12491	51.43595	55.83157	0.92199	99.30876
2018-05-07 10:39:00	8630330696303482220	0.00000	9.23552	13.02236	12.64898	11.47790	12.30806	46.41024	30.80508	58.68195	92.49614	61.68148
2018-05-07 10:40:00	359043379931766650	0.00000	8.69237	8.53537	11.07444	13.06929	14.06479	52.46924	39.66510	50.83701	66.53789	68.89537
2018-05-07 10:41:00	359043379931766510	0.00000	5.35175	7.21090	12.90229	13.78038	13.45874	54.00240	58.04876	50.55030	58.51798	15.40112
2018-05-07 10:42:00	863033069630348388	0.00000	12.25819	13.90340	14.27155	10.04579	12.47920	53.77060	68.71983	39.57575	54.46900	73.37144
2018-05-07 10:43:00	8630330696303481081	1.00000	12.76879	15.94650	12.76684	11.37548	18.80766	31.08681	35.77059	53.38941	88.20591	98.02673
2018-05-07 10:44:00	359043379931766171	0.00000	7.95127	6.54998	10.87002	14.44817	14.11612	79.39683	71.56865	46.76740	69.92029	15.64089
2018-05-07 10:45:00	359043379931766734	1.00000	14.73936	14.37785	12.73085	12.64285	11.38875	60.97684	62.79962	38.55020	98.39739	84.70541
2018-05-07 10:46:00	8630330696303481206	1.00000	7.96323	10.05527	6.84757	12.98322	7.23422	27.18515	32.71979	64.23438	37.89697	90.75862
2018-05-07 10:47:00	863033069630348628	1.00000	7.65371	12.47369	14.65758	9.63392	10.25053	27.10668	18.72708	53.99686	33.54891	83.28341
2018-05-07 10:48:00	8630330696303481156	1.00000	10.06858	11.84030	11.94320	7.47775	14.96101	56.22363	36.45163	26.90000	39.66866	67.95637
2018-05-07 10:49:00	863033069630348917	0.00000	7.85232	9.40483	14.37651	13.14865	14.40805	81.10200	48.88427	38.55080	14.43556	7.63554
2018-05-07 10:50:00	863033069630348750	0.00000	10.44294	11.56508	18.31654	15.62569	13.03691	47.08001	28.66209	71.86852	72.57559	81.68232
2018-05-07 10:51:00	3590433799317661693	1.00000	9.40069	12.21177	11.38359	12.61425	14.61380	41.98944	54.17375	38.99363	86.70956	80.51894
2018-05-07 10:52:00	863033069630348925	1.00000	13.78098	11.19725	13.41001	9.85944	11.10753	18.65123	46.88048	36.53857	28.22219	13.00496
2018-05-07 10:53:00	3590433799317661529	0.00000	10.71711	15.17771	12.87331	8.83292	14.91587	77.91832	44.91763	54.86888	91.78575	10.37694
2018-05-07 10:54:00	8630330696303481362	1.00000	14.28355	15.26391	14.40149	9.38280	11.54826	71.06397	55.50354	51.13000	3.22470	75.81055
2018-05-07 10:55:00	3590433799317662147	1.00000	13.43807	14.47626	13.31490	9.16609	13.59947	54.26417	64.18440	21.17287	37.35722	68.37962
2018-05-07 10:56:00	863033069630348479	0.00000	8.77452	13.46575	18.89564	12.02660	14.04686	47.79265	59.51963	38.11813	92.91330	1.08654
2018-05-07 10:57:00	3590433799317662451	0.00000	14.31616	7.17230	10.26034	9.87593	8.92922	57.23765	32.02786	48.74574	66.35373	65.76257
2018-05-07 10:58:00	8630330696303481230	1.00000	13.15778	10.09392	6.70330	11.75008	7.37829	52.40005	34.49147	57.52279	7.93004	67.99055
2018-05-07 10:59:00	359043379931766817	1.00000	11.71626	13.34478	12.85522	9.51582	12.97441	48.57452	36.03626	39.48759	4.42852	34.23535
2018-05-07 11:00:00	863033069630348685	0.00000	11.09685	8.78972	11.06058	10.70023	11.19489	57.52961	61.55049	37.67847	99.34004	89.83645
2018-05-07 11:01:00	359043379931766403	1.00000	10.27966	9.95189	9.39050	11.45696	11.13601	41.76492	28.70552	70.85979	51.91712	40.67098
2018-05-07 11:02:00	8630330696303482477	1.00000	11.42007	7.21784	8.40856	13.53265	6.45515	52.98633	39.69072	38.35107	66.34390	44.05120
2018-05-07 11:03:00	8630330696303481966	0.00000	8.63423	12.55265	11.98914	11.24843	14.39717	28.47168	42.85726	38.91300	94.80701	1.70598
2018-05-07 11:04:00	359043379931766635	0.00000	7.95604	12.93645	16.00606	11.12707	17.41262	39.34549	27.35530	35.68623	28.95228	63.76142
2018-05-07 11:05:00	359043379931766999	1.00000	9.90246	9.29614	9.53811	9.31426	9.32394	58.85917	24.01355	55.37538	32.38919	9.51475
2018-05-07 11:06:00	359043379931766361	1.00000	9.23115	8.34065	10.46526	9.11298	8.70349	36.59835	8.79913	49.99914	44.39918	24.41238
2018-05-07 11:07:00	3590433799317661115	1.00000	8.13485	13.84105	9.90017	7.33400	11.37666	68.14898	51.61529	49.74010	85.37516	17.01552
2018-05-07 11:08:00	3590433799317661164	1.00000	11.15412	11.83948	7.51406	12.32930	9.04118	44.23032	47.86431	42.03965	47.41262	50.81501
2018-05-07 11:09:00	359043379931766585	1.00000	13.25803	13.95087	12.70663	10.38196	12.39041	55.27823	43.93646	68.48278	14.45032	34.72430
2018-05-07 11:10:00	359043379931766551	1.00000	6.97561	11.37873	9.36244	6.91164	9.40671	40.70744	54.29724	32.58035	39.24530	84.30133
2018-05-07 11:11:00	863033069630348933	0.00000	8.25516	7.46173	15.68351	12.69377	15.13559	58.54988	34.76470	46.41460	59.62940	76.57192
2018-05-07 11:12:00	3590433799317661990	1.00000	5.55526	10.86889	11.42076	6.06711	13.17252	52.35529	31.01114	60.81104	64.31200	48.69544
2018-05-07 11:13:00	359043379931766841	0.00000	11.36027	16.58263	14.15036	7.41313	15.64814	42.11498	36.63618	72.65310	32.81843	31.37500
2018-05-07 11:14:00	359043379931766320	1.00000	15.60493	10.95925	9.02468	9.30645	12.35862	45.87546	61.93547	40.41184	55.19854	30.79147
2018-05-07 11:15:00	8630330696303482097	0.00000	8.67222	9.49196	9.68620	14.08745	14.14557	60.70592	52.10340	26.98477	44.90601	85.97357
2018-05-07 11:16:00	863033069630348503	1.00000	9.36343	15.63144	13.93004	9.07416	10.38244	45.25207	87.88143	48.05181	90.97896	56.84076
2018-05-07 11:17:00	863033069630348271	1.00000	12.30231	10.06631	12.52350	9.88969	11.92619	57.10714	50.39167	71.92581	76.06441	68.47102
2018-05-07 11:18:00	8630330696303481594	1.00000	14.09182	14.46922	14.12846	12.26188	14.79972	31.97717	67.50284	69.71793	92.77508	57.31045
2018-05-07 11:19:00	8630330696303482147	1.00000	10.72343	11.28645	6.60725	12.51136	9.85640	41.97729	54.15291	88.44435	67.72420	75.94096
2018-05-07 11:20:00	3590433799317661412	0.00000	7.36932	12.62529	14.20252	10.69506	13.81155	35.13506	57.35986	30.80688	90.17022	9.25050
2018-05-07 11:21:00	863033069630348008	0.00000	7.93417	11.59616	12.68493	10.83641	12.82925	23.12688	50.15490	42.76999	51.29708	99.65985
2018-05-07 11:22:00	359043379931766312	0.00000	9.39423	10.88084	14.69658	11.03870	15.52766	70.23433	45.88049	48.97256	52.11424	59.84533
2018-05-07 11:23:00	359043379931766395	1.00000	9.48899	7.43505	7.76584	12.83941	6.49855	43.03620	26.00394	35.09481	37.72439	31.81292
