latitude	longitude	store_name	code	location	imei
50.23019	8.77155	Karben	DE	Europe/Berlin	3590433799317661768
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	8630330696303481339
43.78956	7.60872	Ventimiglia	IT	Europe/Rome	359043379931766080
55.82737	-4.0573	Viewpark	GB	Europe/London	8630330696303482105
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	3590433799317661313
40.66482	122.22833	Yingkou	CN	Asia/Shanghai	863033069630348065
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	359043379931766411
50.82709	6.9747	Wesseling	DE	Europe/Berlin	359043379931766494
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	359043379931766510
45.44694	8.62118	Novara	IT	Europe/Rome	863033069630348420
41.91886	8.73812	Ajaccio	FR	Europe/Paris	359043379931766486
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	3590433799317662220
34.5624	38.28402	Tadmur	SY	Asia/Damascus	8630330696303481776
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	3590433799317662246
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	359043379931766411
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	8630330696303481537
39.72943	-104.83192	Aurora	US	America/Denver	8630330696303481479
60.18427	24.95034	Kallio	FI	Europe/Helsinki	8630330696303481792
36.82167	128.63083	Eisen	KR	Asia/Seoul	3590433799317662444
24.96334	10.18003	Ghat	LY	Africa/Tripoli	359043379931766098
41.47892	-87.45476	Schererville	US	America/Chicago	3590433799317661834
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	3590433799317661164
52.4581	13.28702	Dahlem	DE	Europe/Berlin	3590433799317662196
-32.05251	115.88782	Willetton	AU	Australia/Perth	863033069630348107
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	3590433799317661529
35.61452	-88.81395	Jackson	US	America/Chicago	863033069630348610
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	8630330696303482212
42.93369	-72.27814	Keene	US	America/New_York	863033069630348438
35.8	137.23333	Gero	JP	Asia/Tokyo	863033069630348370
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	8630330696303481693
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	863033069630348156
41.27194	123.17306	Liaoyang	CN	Asia/Shanghai	8630330696303481651
51.42708	-0.91979	Lower Earley	GB	Europe/London	8630330696303481560
-34.28853	146.05093	Griffith	AU	Australia/Sydney	863033069630348065
46.65581	32.6178	Kherson	UA	Europe/Kyiv	3590433799317662014
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	8630330696303481610
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	359043379931766486
45.51667	4.86667	Vienne	FR	Europe/Paris	8630330696303482113
-30.60106	-71.19901	Ovalle	CL	America/Santiago	863033069630348719
23.18	88.58	Aistala	IN	Asia/Kolkata	863033069630348784
37.60876	-77.37331	Mechanicsville	US	America/New_York	863033069630348792
12.12278	-61.62498	Grenville	GD	America/Grenada	863033069630348933
41.85059	-87.882	Westchester	US	America/Chicago	359043379931766031
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	3590433799317661347
-7.54972	110.71639	Ngemplak	ID	Asia/Jakarta	863033069630348016
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	8630330696303482162
44.89784	8.86374	Tortona	IT	Europe/Rome	863033069630348453
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	3590433799317662469
17.06542	-96.72365	Oaxaca	MX	America/Mexico_City	359043379931766643
45.9836	12.70038	Cordenons	IT	Europe/Rome	863033069630348024
55.25	24.75	Ukmerge	LT	Europe/Vilnius	863033069630348263
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317661248
45.49428	-122.86705	Aloha	US	America/Los_Angeles	8630330696303482261
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	3590433799317661693
47.90771	106.88324	Ulan Bator	MN	Asia/Ulaanbaatar	8630330696303481156
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	3590433799317662139
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	8630330696303482279
33.03699	-117.29198	Encinitas	US	America/Los_Angeles	3590433799317661859
48.35693	10.98461	Friedberg	DE	Europe/Berlin	359043379931766585
51.78771	56.36091	Saraktash	RU	Asia/Yekaterinburg	3590433799317661537
10.22677	-67.33122	La Victoria	VE	America/Caracas	3590433799317662170
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	359043379931766544
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	359043379931766734
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	8630330696303481404
14.66	120.56528	Pilar	PH	Asia/Manila	8630330696303482162
3.02013	30.91105	Arua	UG	Africa/Kampala	863033069630348719
35.85	117.7	Dongdu	CN	Asia/Shanghai	3590433799317661172
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	8630330696303481990
41.72059	-87.70172	Evergreen Park	US	America/Chicago	3590433799317662238
6.15038	6.83042	Nkpor	NG	Africa/Lagos	359043379931766833
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	8630330696303482493
50.79205	-1.08593	Southsea	GB	Europe/London	3590433799317662394
14.53767	46.83187	Ataq	YE	Asia/Aden	863033069630348792
44.80477	-0.59543	Talence	FR	Europe/Paris	8630330696303481008
55.63711	37.38115	Solntsevo	RU	Europe/Moscow	8630330696303481602
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	3590433799317661404
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	8630330696303482428
33.41012	-91.06177	Greenville	US	America/Chicago	863033069630348289
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	863033069630348024
34.21639	-119.0376	Camarillo	US	America/Los_Angeles	3590433799317661495
7.62789	4.74161	Ilesa	NG	Africa/Lagos	863033069630348628
18.42745	-67.15407	Aguadilla	PR	America/Puerto_Rico	3590433799317661180
17.30858	97.01124	Kyaikto	MM	Asia/Yangon	3590433799317662220
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	8630330696303481172
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	8630330696303481107
48.90982	2.45012	Bobigny	FR	Europe/Paris	863033069630348412
21.53889	71.57737	Gariadhar	IN	Asia/Kolkata	863033069630348792
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	863033069630348545
40.64621	-73.97069	Kensington	US	America/New_York	863033069630348735
50.073658	14.418540	Praha	CZ	Europe/Prague	3590433799317662352
18.51957	73.85535	Pune	IN	Asia/Kolkata	8630330696303482436
53.38333	-0.76667	Gainsborough	GB	Europe/London	8630330696303482493
34.63915	-120.45794	Lompoc	US	America/Los_Angeles	359043379931766882
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	3590433799317661750
-31.95224	115.8614	Perth	AU	Australia/Perth	3590433799317662147
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	359043379931766809
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	3590433799317661792
40.65538	-74.38987	Scotch Plains	US	America/New_York	3590433799317662147
28.15112	-82.46148	Lutz	US	America/New_York	8630330696303481016
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	863033069630348040
51.64316	-0.36053	Bushey	GB	Europe/London	863033069630348073
11.8659	34.3869	Ar Ruseris	SD	Africa/Khartoum	3590433799317661784
12.97389	123.99333	Sorsogon	PH	Asia/Manila	8630330696303481792
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	863033069630348966
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	8630330696303482030
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	359043379931766999
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	8630330696303481503
40.1675	34.37389	Sungurlu	TR	Europe/Istanbul	3590433799317662139
46.75451	33.34864	Nova Kakhovka	UA	Europe/Kyiv	8630330696303481628
38.40917	112.73333	Xinzhou	CN	Asia/Shanghai	3590433799317661941
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	863033069630348081
41.27194	123.17306	Liaoyang	CN	Asia/Shanghai	359043379931766569
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	8630330696303481768
40.87363	14.34085	Volla	IT	Europe/Rome	3590433799317661115
60.18427	24.95034	Kallio	FI	Europe/Helsinki	3590433799317661842
44.80477	-0.59543	Talence	FR	Europe/Paris	359043379931766676
-32.45242	-71.23106	La Ligua	CL	America/Santiago	3590433799317662394
36.91023	-121.75689	Watsonville	US	America/Los_Angeles	8630330696303481321
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	3590433799317661990
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	863033069630348198
32.05971	34.8732	Ganei Tikva	IL	Asia/Jerusalem	8630330696303481891
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	3590433799317661719
34.56861	105.89333	Beidao	CN	Asia/Shanghai	863033069630348255
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	863033069630348586
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	359043379931766403
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	3590433799317662469
45.51667	4.86667	Vienne	FR	Europe/Paris	359043379931766817
38.96667	-0.18333	Gandia	ES	Europe/Madrid	359043379931766478
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	359043379931766437
33.98154	-81.23621	Lexington	US	America/New_York	359043379931766866
54.39635	24.04142	Alytus	LT	Europe/Vilnius	863033069630348990
52.09	5.23333	Zeist	NL	Europe/Amsterdam	8630330696303482287
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	863033069630348990
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	3590433799317661347
45.51667	4.86667	Vienne	FR	Europe/Paris	359043379931766361
48.8449	17.22635	Skalica	SK	Europe/Bratislava	3590433799317661172
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	863033069630348198
53.69786	-2.68758	Leyland	GB	Europe/London	8630330696303482071
46.32313	-0.45877	Niort	FR	Europe/Paris	3590433799317661503
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	863033069630348651
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	3590433799317661354
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	863033069630348800
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	359043379931766445
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris	3590433799317661164
25.13915	73.06784	Sheoganj	IN	Asia/Kolkata	359043379931766148
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	3590433799317661834
30.5427	-97.54667	Hutto	US	America/Chicago	359043379931766239
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	863033069630348875
68.79833	16.54165	Harstad	NO	Europe/Oslo	863033069630348495
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	359043379931766841
9.535	-13.68778	Camayenne	GN	Africa/Conakry	8630330696303481602
57.97472	33.2525	Valday	RU	Europe/Moscow	8630330696303481867
12.12278	-61.62498	Grenville	GD	America/Grenada	359043379931766932
55.75556	60.70278	Ozersk	RU	Asia/Yekaterinburg	8630330696303481883
39.59611	27.02444	Edremit	TR	Europe/Istanbul	8630330696303482212
34.09668	-117.71978	Claremont	US	America/Los_Angeles	3590433799317661164
-11.94306	-76.70944	Chosica	PE	America/Lima	3590433799317661446
39.33427	-76.43941	Middle River	US	America/New_York	8630330696303482071
48.90982	2.45012	Bobigny	FR	Europe/Paris	359043379931766197
48.21644	9.02596	Albstadt	DE	Europe/Berlin	863033069630348321
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	359043379931766312
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	8630330696303482279
50.8	3.16667	Wevelgem	BE	Europe/Brussels	863033069630348388
50.11861	-5.53715	Penzance	GB	Europe/London	3590433799317661990
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	8630330696303481198
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	3590433799317661693
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	863033069630348271
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	8630330696303481198
54.39304	53.26023	Bavly	RU	Europe/Moscow	3590433799317661826
4.94273	15.87735	Carnot	CF	Africa/Bangui	3590433799317662493
48.35149	8.96317	Hechingen	DE	Europe/Berlin	8630330696303481495
28.90054	-81.26367	Deltona	US	America/New_York	359043379931766536
-2.68333	33	Usagara	TZ	Africa/Dar_es_Salaam	8630330696303482170
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	3590433799317661263
20.88098	75.11937	Parola	IN	Asia/Kolkata	359043379931766510
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	8630330696303482360
18.51957	73.85535	Pune	IN	Asia/Kolkata	359043379931766502
39.71734	-74.96933	Sicklerville	US	America/New_York	359043379931766502
53.43333	-7.95	Athlone	IE	Europe/Dublin	8630330696303482014
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	8630330696303481867
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	863033069630348867
35.06667	135.21667	Sasayama	JP	Asia/Tokyo	3590433799317661818
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	8630330696303482063
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	3590433799317662014
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	3590433799317662345
51.24197	4.82313	Lille	BE	Europe/Brussels	863033069630348628
52.59319	13.32127	Wittenau	DE	Europe/Berlin	359043379931766700
45.44694	8.62118	Novara	IT	Europe/Rome	3590433799317662139
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	8630330696303482139
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	3590433799317661461
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	359043379931766502
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	863033069630348164
37.65639	126.835	Goyang-si	KR	Asia/Seoul	8630330696303481511
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	863033069630348974
33.95015	-118.03917	South Whittier	US	America/Los_Angeles	863033069630348495
48.98693	2.44892	Gonesse	FR	Europe/Paris	359043379931766411
45.49428	-122.86705	Aloha	US	America/Los_Angeles	3590433799317662469
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	359043379931766437
23.49668	86.68363	Adra	IN	Asia/Kolkata	863033069630348537
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	3590433799317661479
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	863033069630348727
43.32393	5.4584	Les Olives	FR	Europe/Paris	359043379931766635
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	3590433799317662204
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	8630330696303481388
19.32932	-98.1664	Contla	MX	America/Mexico_City	8630330696303481586
35.61452	-88.81395	Jackson	US	America/Chicago	3590433799317662410
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	3590433799317662394
49.5099	6.74549	Losheim	DE	Europe/Berlin	8630330696303481404
40.24537	-75.64963	Pottstown	US	America/New_York	3590433799317662162
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	8630330696303482378
41.1053	-7.32097	Custoias	PT	Europe/Lisbon	3590433799317661750
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	863033069630348461
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	3590433799317662402
49.183239	15.454273	Telč	CZ	Europe/Prague	8630330696303482006
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	359043379931766189
36.24624	139.07204	Fujioka	JP	Asia/Tokyo	359043379931766312
43.41949	77.0202	Otegen Batyra	KZ	Asia/Almaty	3590433799317661420
40.53123	17.58522	Francavilla Fontana	IT	Europe/Rome	3590433799317661404
45.35	126.28333	Shuangcheng	CN	Asia/Shanghai	863033069630348552
6.33444	124.95278	Tupi	PH	Asia/Manila	8630330696303481586
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	8630330696303481545
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	863033069630348040
39.96097	-75.60804	West Chester	US	America/New_York	3590433799317661529
52.21099	7.02238	Gronau	DE	Europe/Berlin	863033069630348198
42.55308	-87.93341	Pleasant Prairie	US	America/Chicago	3590433799317661404
-13.7804	34.4587	Salima	MW	Africa/Blantyre	863033069630348891
10.31672	123.89071	Cebu City	PH	Asia/Manila	3590433799317661495
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	3590433799317661289
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	863033069630348180
45.43341	-73.86586	Beaconsfield	CA	America/Toronto	3590433799317662428
38.54491	-121.74052	Davis	US	America/Los_Angeles	359043379931766510
43.32686	-2.98884	Leioa	ES	Europe/Madrid	863033069630348040
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	359043379931766577
42.28639	18.84	Budva	ME	Europe/Podgorica	8630330696303481818
27.9247	78.40102	Chharra	IN	Asia/Kolkata	863033069630348446
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	359043379931766858
37.52487	-77.55777	Bon Air	US	America/New_York	3590433799317662337
40.63316	-74.13653	Port Richmond	US	America/New_York	359043379931766494
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	863033069630348461
68.79833	16.54165	Harstad	NO	Europe/Oslo	3590433799317661883
56.85836	35.90057	Tver	RU	Europe/Moscow	863033069630348875
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	359043379931766478
44.89784	8.86374	Tortona	IT	Europe/Rome	8630330696303481081
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	359043379931766437
41.6764	-91.58045	Coralville	US	America/Chicago	3590433799317662063
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	359043379931766510
41.09822	120.74792	Nanpiao	CN	Asia/Shanghai	863033069630348545
34.61667	135.6	Yao	JP	Asia/Tokyo	359043379931766536
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	8630330696303481651
12.97389	123.99333	Sorsogon	PH	Asia/Manila	3590433799317661719
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	863033069630348313
-12.91667	-39.25	Muritiba	BR	America/Bahia	359043379931766916
51.26	-2.1875	Westbury	GB	Europe/London	359043379931766593
26.68451	-80.66756	Belle Glade	US	America/New_York	8630330696303481818
41.24264	16.50104	Bisceglie	IT	Europe/Rome	8630330696303482030
34.5624	38.28402	Tadmur	SY	Asia/Damascus	3590433799317661842
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	8630330696303482238
40.5576	-74.28459	Woodbridge	US	America/New_York	8630330696303482006
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	359043379931766874
39.22493	42.85693	Patnos	TR	Europe/Istanbul	8630330696303481941
34.4833	136.84186	Toba	JP	Asia/Tokyo	3590433799317661321
36.46917	10.78222	Beni Khiar	TN	Africa/Tunis	8630330696303481164
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	3590433799317662048
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	359043379931766973
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	3590433799317662493
48.25	16.4	Floridsdorf	AT	Europe/Vienna	359043379931766429
42.4251	-71.06616	Malden	US	America/New_York	3590433799317661339
53.37596	51.3452	Otradnyy	RU	Europe/Samara	359043379931766650
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	8630330696303481602
60.2052	24.6522	Espoo	FI	Europe/Helsinki	359043379931766221
14.62578	121.12251	Antipolo	PH	Asia/Manila	8630330696303482345
32.54044	-82.90375	Dublin	US	America/New_York	8630330696303481479
47.76232	-122.2054	Bothell	US	America/Los_Angeles	359043379931766940
51.78771	56.36091	Saraktash	RU	Asia/Yekaterinburg	3590433799317661024
42.8334	-80.38297	Norfolk County	CA	America/Toronto	863033069630348214
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	863033069630348511
16.0438	120.4861	Manaoag	PH	Asia/Manila	863033069630348297
54.60528	18.34717	Reda	PL	Europe/Warsaw	8630330696303481032
12.12278	-61.62498	Grenville	GD	America/Grenada	3590433799317661313
30.81383	75.16878	Moga	IN	Asia/Kolkata	8630330696303481172
51.35084	-1.99421	Devizes	GB	Europe/London	863033069630348032
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	8630330696303481289
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	3590433799317661446
-1.63333	13.58357	Franceville	GA	Africa/Libreville	8630330696303481263
14.67751	-60.94228	Le Robert	MQ	America/Martinique	8630330696303482493
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	3590433799317661586
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	8630330696303482055
23.73333	114.68333	Heyuan	CN	Asia/Shanghai	3590433799317661933
53.77166	38.12408	Bogoroditsk	RU	Europe/Moscow	863033069630348776
9.15093	-79.62098	Chilibre	PA	America/Panama	359043379931766924
57.47908	-4.22398	Inverness	GB	Europe/London	8630330696303481875
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	8630330696303481792
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	8630330696303482238
39.71734	-74.96933	Sicklerville	US	America/New_York	863033069630348784
33.7207	-116.21677	Indio	US	America/Los_Angeles	359043379931766460
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	8630330696303481628
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303481016
36.65	138.31667	Suzaka	JP	Asia/Tokyo	359043379931766692
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	3590433799317661594
4.2475	9.00472	Idenao	CM	Africa/Douala	359043379931766155
51.65333	5.2875	Vught	NL	Europe/Amsterdam	3590433799317662279
53.37596	51.3452	Otradnyy	RU	Europe/Samara	3590433799317661107
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	3590433799317661818
36	139.55722	Okegawa	JP	Asia/Tokyo	863033069630348990
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	863033069630348388
50.76306	-1.29772	Cowes	GB	Europe/London	359043379931766932
41.80753	-87.65644	New City	US	America/Chicago	8630330696303482113
32.65246	51.67462	Isfahan	IR	Asia/Tehran	3590433799317662287
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	359043379931766676
3.51667	11.5	Mbalmayo	CM	Africa/Douala	3590433799317661792
43.78956	7.60872	Ventimiglia	IT	Europe/Rome	863033069630348537
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	3590433799317661651
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	8630330696303481123
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	359043379931766239
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	359043379931766866
59.37722	28.19028	Narva	EE	Europe/Tallinn	8630330696303481677
5.6561	-75.87877	Andes	CO	America/Bogota	8630330696303482139
46.51872	86.00214	Hoxtolgay	CN	Asia/Urumqi	8630330696303481933
42	21.32778	Saraj	MK	Europe/Skopje	8630330696303481867
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	359043379931766767
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	8630330696303481321
9.89206	43.38531	Baki	SO	Africa/Mogadishu	863033069630348354
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	3590433799317661396
51.12794	4.21372	Temse	BE	Europe/Brussels	863033069630348206
29.84576	-90.10674	Estelle	US	America/Chicago	863033069630348669
51.39148	-0.29825	Surbiton	GB	Europe/London	359043379931766429
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	863033069630348040
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	863033069630348651
31.28092	74.85849	Patti	IN	Asia/Kolkata	3590433799317662345
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	8630330696303481305
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	8630330696303482204
45.51667	4.86667	Vienne	FR	Europe/Paris	359043379931766460
-11.48472	-37.93278	Rio Real	BR	America/Bahia	359043379931766551
11.86064	9.0027	Gaya	NG	Africa/Lagos	8630330696303481214
-10.95817	-38.79084	Tucano	BR	America/Bahia	3590433799317661669
30.21121	74.4818	Malaut	IN	Asia/Kolkata	863033069630348669
51.39323	0.47713	Strood	GB	Europe/London	359043379931766510
36.08497	9.37082	Siliana	TN	Africa/Tunis	8630330696303481263
14.14989	121.3152	Calauan	PH	Asia/Manila	359043379931766312
29.53885	-95.44744	Fresno	US	America/Chicago	359043379931766262
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	863033069630348768
40.87363	14.34085	Volla	IT	Europe/Rome	8630330696303481602
8.48714	-13.2356	Freetown	SL	Africa/Freetown	3590433799317661263
30.24706	115.04814	Huangshi	CN	Asia/Shanghai	3590433799317661875
53.59337	9.47629	Stade	DE	Europe/Berlin	3590433799317661529
40.5576	-74.28459	Woodbridge	US	America/New_York	863033069630348495
37.31309	40.74357	Mardin	TR	Europe/Istanbul	863033069630348404
41.72063	12.6723	Ariccia	IT	Europe/Rome	8630330696303482097
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	359043379931766379
18.42745	-67.15407	Aguadilla	PR	America/Puerto_Rico	3590433799317661271
43.67681	4.63031	Arles	FR	Europe/Paris	359043379931766676
23.1959	86.51499	Kenda	IN	Asia/Kolkata	359043379931766551
43.11667	1.6	Pamiers	FR	Europe/Paris	863033069630348040
32.61603	44.02488	Karbala	IQ	Asia/Baghdad	3590433799317661800
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	863033069630348552
14.53767	46.83187	Ataq	YE	Asia/Aden	863033069630348370
48.8449	17.22635	Skalica	SK	Europe/Bratislava	863033069630348859
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	863033069630348107
12.25282	79.41727	Gingee	IN	Asia/Kolkata	3590433799317662386
53.63333	9.85	Halstenbek	DE	Europe/Berlin	8630330696303482360
35.06667	135.21667	Sasayama	JP	Asia/Tokyo	359043379931766122
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	359043379931766320
5.90702	116.10146	Donggongon	MY	Asia/Kuching	3590433799317662410
50.76306	-1.29772	Cowes	GB	Europe/London	3590433799317662337
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	8630330696303481917
36.06523	-119.01677	Porterville	US	America/Los_Angeles	863033069630348339
3.31332	117.59152	Tarakan	ID	Asia/Makassar	3590433799317661883
40.92298	14.30935	Afragola	IT	Europe/Rome	3590433799317662212
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	863033069630348495
36.6009	126.665	Hongseong	KR	Asia/Seoul	8630330696303482121
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	863033069630348230
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	863033069630348784
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	8630330696303481222
36.33011	138.89585	Annaka	JP	Asia/Tokyo	863033069630348388
53.46506	-1.47217	Chapletown	GB	Europe/London	359043379931766452
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	863033069630348388
42.30865	-83.48216	Canton	US	America/Detroit	359043379931766262
41.27621	-72.86843	East Haven	US	America/New_York	3590433799317661206
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	3590433799317661065
35.61452	-88.81395	Jackson	US	America/Chicago	3590433799317661289
45.79377	8.88104	Malnate	IT	Europe/Rome	3590433799317661594
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	3590433799317661354
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	3590433799317661768
