ts	imei	mwra	p.android.packageinstaller	p.system	p.android.documentsui	p.android.chrome	p.android.settings	p.android.gm	p.android.externalstorage	p.android.defcontainer	p.android.vending	p.inputmethod.latin	p.dogalize	p.process.gapps	p.simulator	p.katana	p.android.gms	p.google	p.olauncher	p.browser.provider	p.notifier	p.gms.persistent
2018-05-06 18:45:00	863033069630348354	0.00000	13.96811	11.37454	12.65344	11.06470	15.52188	11.80399	13.71799	45.40567	0.00018	54.15385	2.38404	93.49457	54.52794	20.38723	72.40849	81.23008	82.04561	12.39359	17.86817	35.40735
2018-05-06 18:46:00	8630330696303481214	0.00000	15.69110	9.33815	12.99383	9.68629	12.82706	12.80586	9.44314	45.28410	0.00378	56.94317	22.76627	98.01200	81.23837	4.13652	98.00350	84.76438	20.54039	84.38632	9.08174	69.76818
2018-05-06 18:47:00	8630330696303481370	0.00000	10.00830	11.11239	10.05627	14.42047	13.81033	14.53170	13.14800	44.78092	0.00321	50.28963	2.80689	34.50607	0.07007	69.38193	48.80486	39.65930	53.69638	42.47870	85.29345	55.41335
2018-05-06 18:48:00	8630330696303482055	1.00000	8.92352	10.79050	8.63265	16.35266	13.82136	13.66898	9.29719	60.46729	0.17129	37.37452	35.52861	96.41449	35.44776	62.45661	95.03934	21.79097	46.06528	73.92631	15.96527	14.93551
2018-05-06 18:49:00	8630330696303481016	0.00000	11.78810	10.68518	8.46147	11.43984	9.20010	11.88924	7.84661	31.64715	0.02740	32.16702	5.65247	52.65519	27.10770	48.14622	17.30212	34.54604	10.43991	3.53671	91.69712	82.79731
2018-05-06 18:50:00	359043379931766809	0.00000	18.26367	7.86610	18.31025	8.87012	13.51325	12.40398	12.88789	50.58620	0.01640	38.69048	4.10424	42.26217	59.02561	12.22045	73.85362	67.95280	24.33110	72.82471	34.49904	45.22623
2018-05-06 18:51:00	8630330696303481834	0.00000	13.27805	10.95362	14.53012	12.70065	14.43794	12.26539	10.40585	45.73357	0.02629	65.21956	22.11666	44.57022	53.30227	20.09056	11.08189	42.53868	97.61321	9.78935	65.00769	5.27615
2018-05-06 18:52:00	359043379931766577	0.00000	12.52291	9.36905	11.64379	10.46621	15.59088	15.51342	8.75135	57.25355	0.00043	27.27146	85.90902	97.49299	26.90761	38.08436	2.17198	90.35942	23.00844	26.95638	55.97926	86.45512
2018-05-06 18:53:00	3590433799317662220	1.00000	12.91219	10.70517	12.58001	10.99886	13.99584	15.55055	9.53560	26.94026	0.04137	58.03447	69.35848	18.05599	77.96406	82.55889	35.83263	92.74599	80.63921	33.59970	20.67799	33.75393
2018-05-06 18:54:00	3590433799317662089	0.00000	10.14611	14.23369	8.44973	12.52564	14.13769	12.84198	11.25918	73.58049	0.00142	12.36126	20.06667	5.51444	95.84602	88.68829	22.40753	73.34040	60.93638	20.61286	59.25111	57.37056
2018-05-06 18:55:00	359043379931766833	0.00000	13.39824	9.54995	13.64563	9.70189	13.64403	9.06841	13.29141	54.60024	0.00080	59.70732	90.19457	18.43475	46.75230	1.01319	38.51759	83.50382	85.16885	31.88334	87.48584	93.71803
2018-05-06 18:56:00	3590433799317661412	0.00000	11.32752	9.11542	11.50085	8.76109	13.69253	13.80335	8.64211	54.43350	0.00122	61.50318	97.35878	91.75350	56.85502	31.26979	52.26952	17.08141	73.46507	41.23904	42.78789	91.60929
2018-05-06 18:57:00	863033069630348271	0.00000	7.53920	10.43944	8.50424	13.61689	12.25710	11.61746	9.80914	45.31974	0.01977	64.52448	16.64244	81.74447	60.45822	33.78242	48.21622	85.80116	22.12305	66.65575	21.88036	37.80692
2018-05-06 18:58:00	8630330696303481479	1.00000	8.33958	9.95505	8.92453	13.59601	11.09229	12.99031	11.52555	54.12241	0.01730	75.51778	23.26528	59.08163	71.10520	62.63031	41.00615	69.01174	31.14612	75.57553	91.42554	33.09128
2018-05-06 18:59:00	3590433799317661016	1.00000	9.40169	14.05779	13.21486	12.51763	16.02243	14.29967	6.27518	67.58020	0.00043	35.12533	67.52644	56.38331	85.05026	13.22802	82.89961	86.36223	23.70327	57.63837	23.76872	75.07731
2018-05-06 19:00:00	8630330696303482469	0.00000	11.50510	9.12111	13.08945	9.87530	15.14801	13.21154	12.16612	58.25674	0.00017	59.59421	82.30676	57.03557	26.51448	45.46462	32.77637	36.79382	60.64318	46.18515	96.32328	0.41091
2018-05-06 19:01:00	3590433799317662303	1.00000	9.24279	10.72002	10.23200	12.06091	11.31122	13.44141	9.81536	79.24226	0.00736	35.67304	72.31103	76.85559	21.59083	10.25838	43.32851	20.76068	17.53659	61.43255	12.39962	52.89964
2018-05-06 19:02:00	8630330696303481016	0.00000	13.85722	7.11824	14.11045	7.88102	10.84168	12.77384	11.95887	43.98593	0.00178	39.27001	99.45175	73.37209	61.80008	50.65218	45.50755	15.49775	96.45283	4.36567	60.10667	84.57220
2018-05-06 19:03:00	8630330696303481545	0.00000	14.03596	9.25294	14.26591	6.90461	13.17489	11.56771	12.19126	63.16137	0.00028	68.22954	47.44257	17.15930	40.29735	47.24714	47.94532	80.75776	17.53647	13.41390	77.03099	79.80381
2018-05-06 19:04:00	3590433799317661842	1.00000	7.04137	11.02116	8.06169	15.26325	13.94272	12.67739	9.67915	43.04864	0.03994	63.90033	21.34954	88.74689	38.01200	31.46811	32.73936	37.32964	88.99500	57.17643	21.56317	85.81769
2018-05-06 19:05:00	359043379931766007	1.00000	8.51959	9.29116	8.49078	16.20427	15.70060	16.54949	11.98986	56.21117	2.70513	65.43914	73.21268	71.12241	39.58424	26.86959	49.41794	97.05280	87.37039	76.42671	31.64136	79.76344
2018-05-06 19:06:00	359043379931766858	0.00000	10.71619	10.07566	11.88372	12.87139	12.19015	15.70611	15.98788	36.75890	0.00018	42.14693	24.17009	89.94755	24.44203	74.95456	70.12545	93.33961	50.23141	91.27579	3.86794	66.52679
2018-05-06 19:07:00	863033069630348016	1.00000	9.13548	14.35369	12.49999	13.74950	10.20983	14.18037	14.33974	59.29397	0.00014	72.96336	66.08945	11.88331	94.18065	87.29391	52.83000	28.67080	20.38901	33.70599	14.53823	21.25608
2018-05-06 19:08:00	863033069630348636	1.00000	7.61551	9.97292	9.23950	13.55872	10.39722	10.81431	10.27122	45.01144	0.00801	47.95594	39.75012	89.75185	61.38534	79.03165	72.57670	45.01243	89.18925	76.70109	57.73051	29.88295
2018-05-06 19:09:00	359043379931766346	0.00000	11.63612	5.64062	16.53719	10.92452	13.85046	13.18542	14.29534	32.63928	0.00238	61.08447	62.76925	89.63036	44.52611	69.95857	92.65486	15.32836	0.64391	35.73817	75.51057	93.65220
2018-05-06 19:10:00	3590433799317661917	0.00000	16.29806	9.76512	11.96659	11.20714	12.94597	7.65804	13.80374	44.04622	0.02576	54.49059	96.62400	32.76029	23.42352	20.25591	92.27031	44.85475	58.06162	42.93574	20.86577	98.26971
2018-05-06 19:11:00	8630330696303482386	0.00000	13.79778	7.27817	17.63392	5.88073	14.29469	10.25570	9.41865	54.45446	0.00241	62.24858	12.34260	30.94285	96.42782	82.93553	69.61277	4.92809	11.22539	8.00364	5.00213	27.25697
2018-05-06 19:12:00	359043379931766783	1.00000	8.86106	9.30631	9.62081	10.54840	13.30343	17.07985	14.36072	50.79385	0.00255	57.27884	51.72223	38.55939	92.27035	0.93703	89.64206	9.51477	89.45819	13.74265	12.80924	72.96000
2018-05-06 19:13:00	863033069630348073	1.00000	11.06655	6.47929	12.09466	13.25050	12.29926	12.66232	7.78040	77.33941	0.00345	45.34387	34.68560	15.01027	45.30259	92.88992	22.39996	51.16985	18.19734	30.52750	36.09651	50.69801
2018-05-06 19:14:00	3590433799317661974	0.00000	14.86839	13.08446	13.90671	8.46190	15.81787	10.74577	11.10479	69.48465	0.00023	79.64049	15.04668	44.06994	29.85635	10.47082	58.32510	73.00330	38.39748	57.77741	69.84925	22.20893
2018-05-06 19:15:00	3590433799317662469	1.00000	6.19012	10.00122	13.09651	13.36512	15.09357	14.94112	13.01540	53.35221	0.00024	58.33323	90.78390	68.46097	5.56962	39.14407	89.12822	34.63184	24.02403	21.33376	60.54481	23.47030
2018-05-06 19:16:00	359043379931766809	1.00000	11.43847	13.25893	9.52725	14.88417	11.27756	12.05504	14.91933	67.08384	0.00089	53.98607	6.98533	97.80795	4.90049	88.65562	40.97738	13.33099	2.68080	63.06211	74.82819	28.09376
2018-05-06 19:17:00	3590433799317661131	1.00000	9.65147	12.33663	7.78346	13.23708	13.08053	13.53062	11.97459	58.95751	0.00971	67.77433	30.78632	36.10487	52.38364	17.41245	67.51716	8.68610	51.05372	28.68743	99.79935	82.57528
2018-05-06 19:18:00	359043379931766494	1.00000	13.90833	7.53782	10.22722	11.23237	12.93155	10.63672	7.47979	50.31029	0.04948	75.87512	84.29805	4.54428	31.92565	56.80412	13.01734	1.73834	69.11329	46.20355	67.23992	18.62308
2018-05-06 19:19:00	8630330696303481206	0.00000	10.27408	9.69660	10.29733	12.06740	10.94213	15.25112	6.28700	57.23349	0.00346	58.23338	11.55364	96.63890	44.14339	90.24181	50.31579	24.67043	85.34050	17.96880	78.30192	85.04491
2018-05-06 19:20:00	863033069630348511	0.00000	15.42901	8.18765	14.72404	8.74133	11.68681	9.00877	14.06545	59.61923	0.00172	66.88639	51.21994	79.50914	75.76761	91.19642	6.67460	78.72042	53.34772	36.98331	96.40540	27.79162
2018-05-06 19:21:00	3590433799317661453	1.00000	8.37466	9.73526	8.23105	16.08304	11.47199	19.37800	11.12065	20.03599	0.64411	65.23339	5.83288	13.02495	47.27148	60.19348	80.63318	79.38961	87.70456	10.70596	56.38750	56.53037
2018-05-06 19:22:00	3590433799317661156	1.00000	10.44530	13.54250	9.12799	12.94369	13.91586	15.83629	12.68224	38.29861	0.00121	60.87813	34.76664	59.25529	1.05269	67.26150	88.32475	90.36357	82.46021	60.40951	54.69004	46.55980
2018-05-06 19:23:00	3590433799317662428	1.00000	16.01781	11.05569	10.99033	17.88820	14.11929	12.79048	11.82959	58.32691	0.00070	52.82629	31.30026	34.01047	33.33271	83.82587	77.59700	43.53228	19.12905	76.13832	86.38169	73.44542
2018-05-06 19:24:00	863033069630348545	0.00000	18.92143	15.43452	16.01571	6.26885	16.60818	10.12020	10.99931	49.27239	0.00710	53.86156	48.26317	75.02256	78.30972	99.12677	79.64438	83.06835	96.05232	19.43211	6.50499	75.52608
2018-05-06 19:25:00	3590433799317661339	1.00000	6.37330	17.78187	7.68168	11.77865	11.18173	12.35771	12.24823	32.95779	0.00040	60.26534	98.46793	78.82306	95.83427	84.08771	2.80914	9.64210	89.19572	82.17730	86.68913	35.96562
2018-05-06 19:26:00	8630330696303481503	1.00000	12.68336	12.93532	15.58164	11.91066	14.86071	12.13321	9.83192	51.04738	0.00127	56.55556	54.87929	41.70463	43.59897	96.71247	22.18836	89.28960	7.62927	1.03135	77.12999	18.01576
2018-05-06 19:27:00	359043379931766965	0.00000	9.03460	12.23177	13.26044	12.46802	12.21302	12.92265	16.29445	35.57791	0.01152	56.61919	95.36934	69.39272	36.05060	89.60183	76.15144	63.80003	26.58967	10.89802	24.58402	39.62444
2018-05-06 19:28:00	359043379931766445	1.00000	8.23348	14.78307	10.22510	13.26867	11.66480	12.70110	15.33511	49.01999	0.00527	49.85216	36.54802	78.59101	42.91577	3.90301	78.07446	28.05751	95.07307	4.90725	36.61116	31.24265
2018-05-06 19:29:00	8630330696303482204	1.00000	8.81949	14.33252	12.16721	12.20114	12.93368	12.99483	17.44308	51.89587	0.00029	29.15165	10.79393	43.73714	95.63199	60.73790	46.62908	74.04701	28.54572	98.53113	50.35025	9.57829
2018-05-06 19:30:00	8630330696303482402	0.00000	15.01511	8.76575	13.75644	7.66236	11.94244	13.43895	10.12507	33.35476	0.00815	44.01772	5.09397	37.03220	67.50204	98.38617	52.46654	5.87263	57.80770	42.11913	20.33412	54.15090
2018-05-06 19:31:00	359043379931766718	1.00000	7.67751	15.45985	10.89952	14.18652	12.66322	9.88184	15.69567	50.54744	0.00240	44.13994	56.68963	39.99710	77.01027	79.44015	38.31673	16.86713	61.37014	83.72308	9.20690	89.27219
2018-05-06 19:32:00	8630330696303481180	0.00000	16.34862	8.79727	11.46702	9.78700	14.01774	8.43128	13.16272	52.86449	0.01639	46.01665	39.95934	97.29314	18.16241	56.30468	61.27493	96.92617	7.51187	78.88242	73.30899	68.62244
2018-05-06 19:33:00	863033069630348131	0.00000	12.60840	10.77479	12.81215	6.84519	16.93649	12.77431	11.16149	62.77259	0.00042	25.59302	44.03243	76.66786	3.89166	41.40087	6.56974	23.17313	62.42755	64.77503	43.48702	46.09942
2018-05-06 19:34:00	863033069630348511	0.00000	7.18940	11.15075	8.55220	15.26839	14.35151	14.17391	10.40613	59.94015	0.04113	53.32566	26.30312	1.24778	79.39298	70.54230	41.54519	56.36600	7.20936	36.02975	25.18662	20.13431
2018-05-06 19:35:00	359043379931766940	1.00000	15.08130	9.87889	13.96313	9.21716	11.28867	14.64909	7.04231	53.53272	0.00404	42.53912	84.63125	77.30163	44.83296	86.08619	22.69593	52.77292	0.74950	54.57943	92.58803	61.70718
2018-05-06 19:36:00	8630330696303481628	1.00000	9.71849	9.05799	10.23528	12.15717	13.25901	13.69902	10.93820	41.72061	0.04023	33.74089	90.16195	75.47519	48.04827	27.65804	27.58226	84.85080	45.82609	53.35442	14.82548	77.21964
2018-05-06 19:37:00	8630330696303482147	0.00000	13.68864	7.60718	16.79972	4.63513	17.85858	13.99522	11.50958	35.32998	0.00069	26.94393	77.36520	65.62391	50.69682	27.74392	28.62512	61.86629	24.30669	36.04896	34.48769	55.53714
2018-05-06 19:38:00	3590433799317662246	1.00000	8.64550	11.32315	12.19790	13.10354	13.25801	15.41628	14.35845	44.07385	0.00017	71.86771	77.40667	67.66051	65.01926	90.75719	80.41626	55.25702	97.81886	38.72595	87.54305	28.04837
2018-05-06 19:39:00	3590433799317661602	1.00000	12.36181	10.43549	8.52704	10.53032	11.02091	15.86958	9.65378	58.54081	0.12064	57.47316	3.52933	73.18069	32.50347	37.56452	22.35788	91.59277	2.82508	94.55239	84.27274	59.91046
2018-05-06 19:40:00	359043379931766759	1.00000	6.01682	10.80207	8.19843	14.43324	13.31915	12.56229	11.93305	55.00348	0.06405	67.35148	49.23396	29.87503	17.37560	25.62689	93.11150	70.04035	98.79396	90.54433	85.36851	44.42990
2018-05-06 19:41:00	863033069630348081	1.00000	9.37413	7.25882	9.89631	12.57072	15.93198	10.82194	11.53697	64.52124	0.02309	51.74076	44.30315	39.75041	99.75048	87.76061	98.64828	71.77686	74.37766	52.32568	76.62166	29.34101
2018-05-06 19:42:00	359043379931766494	1.00000	8.11131	9.51748	9.78476	9.50037	12.22156	17.71063	15.11979	62.12639	0.00027	56.03407	53.22256	0.44542	69.08089	18.87095	37.19326	36.46213	47.87618	80.78984	71.87694	48.34419
2018-05-06 19:43:00	863033069630348750	1.00000	7.73303	10.27954	10.38140	13.89548	16.04176	12.98384	12.02561	47.13877	0.20143	39.89165	39.69909	70.43870	97.42976	89.44367	86.32765	3.13296	24.83930	3.36111	1.34660	34.67225
2018-05-06 19:44:00	8630330696303481115	1.00000	10.94426	11.60304	9.35119	13.17247	13.14895	15.90819	8.96880	63.41453	0.07453	59.95651	20.89734	36.03661	92.93052	92.19335	34.60086	93.85262	84.35763	40.59257	48.32956	6.49994
2018-05-06 19:45:00	359043379931766346	0.00000	13.12487	10.68897	11.09669	6.99449	9.62251	14.14918	8.64697	33.25223	0.00585	31.81171	36.72888	50.68823	88.02489	21.88899	9.22997	6.79911	75.06408	95.75924	79.43913	40.02613
2018-05-06 19:46:00	3590433799317661685	0.00000	17.20011	6.09511	15.87206	9.03231	11.43324	7.99854	13.45863	41.29381	0.03182	56.33784	97.78753	61.16529	71.70385	27.74572	91.05985	59.82760	65.20709	91.85484	76.20732	4.85573
2018-05-06 19:47:00	359043379931766056	1.00000	11.43417	8.42714	10.47701	13.73744	11.10447	13.72243	8.66341	50.55563	0.00958	70.64376	13.23856	16.83159	25.89179	86.11793	4.37339	11.47669	4.31896	85.82237	7.62405	82.22838
2018-05-06 19:48:00	8630330696303482162	0.00000	9.90672	8.78839	12.02613	9.37623	12.42681	13.96970	8.44636	67.65758	0.00540	36.87114	79.79990	2.19492	15.69055	98.05938	3.41626	49.52129	4.84605	60.91676	52.55219	17.50842
2018-05-06 19:49:00	359043379931766569	1.00000	7.14666	10.85891	9.31260	15.16244	15.01927	11.89806	9.17384	57.29625	0.12213	39.55486	63.92947	92.66064	85.49593	77.31400	32.86607	59.00974	82.57192	72.46252	16.02556	31.63684
2018-05-06 19:50:00	3590433799317661743	1.00000	12.34156	13.12722	12.89022	14.96675	11.47143	16.29961	13.15121	48.07058	0.00031	60.32624	98.91091	77.18036	21.21479	10.64677	80.98380	27.85904	32.76928	2.25596	96.70203	28.71102
2018-05-06 19:51:00	8630330696303481495	1.00000	14.51861	10.07240	11.93246	9.96327	14.62061	11.67627	15.22089	30.59719	0.00172	57.28776	46.97033	44.28806	96.38931	23.51507	32.97322	70.39287	66.17764	54.63542	77.08726	43.27149
2018-05-06 19:52:00	863033069630348610	0.00000	12.89861	12.61644	11.82023	9.86133	13.09182	12.39861	6.53283	49.54225	0.00040	50.19791	42.89337	29.79252	36.40949	21.01366	20.29808	89.73505	70.35188	11.75423	1.06865	21.63017
2018-05-06 19:53:00	3590433799317661958	0.00000	14.56358	9.39713	11.12937	12.11445	13.21866	7.91091	15.88237	52.87323	0.00434	36.17958	41.67487	70.46927	77.55086	53.34554	25.84038	43.80916	93.29996	55.11385	70.83210	13.53544
2018-05-06 19:54:00	3590433799317662402	0.00000	12.62768	9.55821	16.15606	9.26300	14.30695	10.89827	12.31975	72.62778	0.00062	69.14504	78.37621	84.96183	27.44296	55.98773	46.42676	72.49571	52.42352	64.84238	80.68184	23.43671
2018-05-06 19:55:00	8630330696303481891	1.00000	10.82858	13.87941	8.50494	14.06682	13.12925	12.52920	15.61160	60.80974	0.02040	41.72063	31.96219	94.97482	7.56529	20.77517	93.61638	92.58232	26.74527	24.49740	25.79421	37.32233
2018-05-06 19:56:00	359043379931766403	1.00000	7.27057	9.62643	9.66603	15.25087	12.69634	13.57438	11.34512	49.82611	0.00984	32.83683	34.05473	45.75685	24.01996	78.51505	24.68215	83.17444	97.03310	11.35644	97.90878	74.35563
2018-05-06 19:57:00	8630330696303482162	1.00000	10.05164	16.31822	8.24922	14.87588	14.93433	9.54484	13.22520	49.27438	0.06483	49.92143	70.98716	80.15742	89.86586	86.75868	80.86586	0.67434	80.90589	41.48228	23.68004	13.28029
2018-05-06 19:58:00	8630330696303482329	1.00000	4.59053	13.67209	8.35106	15.81906	15.59586	9.20816	11.32255	58.46821	0.10319	25.30648	67.05577	65.98779	51.44565	33.75060	89.78177	41.82891	6.65763	21.59364	85.92937	68.63023
2018-05-06 19:59:00	863033069630348974	0.00000	11.33730	10.13943	7.77901	11.80221	15.73904	18.01812	13.16148	60.92724	0.01047	42.39429	51.51350	15.57684	38.50156	82.57503	81.85781	40.06962	73.81585	96.04265	91.51363	42.14467
2018-05-06 20:00:00	3590433799317662063	1.00000	8.84764	8.65836	9.18725	14.90559	16.69045	12.53502	9.85795	50.53210	0.22584	41.67246	19.10628	63.02940	56.83793	40.31189	90.80999	73.70507	76.79758	56.70171	49.74458	35.26628
2018-05-06 20:01:00	8630330696303482352	0.00000	13.68407	10.10212	16.19509	8.89473	16.29874	13.49972	11.13496	70.57674	0.00021	38.37825	48.37611	43.76504	95.08079	74.49187	34.41152	2.27369	88.02998	39.13516	49.86582	59.80649
2018-05-06 20:02:00	863033069630348669	0.00000	11.74203	10.25949	12.13063	9.14832	11.31258	14.92915	7.52929	39.26402	0.00198	67.39558	50.38853	51.48258	19.97361	52.70087	57.76436	56.65695	70.22344	97.18300	65.55762	86.76844
2018-05-06 20:03:00	3590433799317662352	1.00000	11.66375	10.35883	11.03010	13.80036	13.22225	14.91487	7.23021	36.06818	0.04592	46.41689	5.23395	8.39885	82.52785	19.01511	23.28062	88.65665	70.83568	94.60536	62.15012	83.15158
2018-05-06 20:04:00	8630330696303481123	1.00000	9.18283	11.20464	12.65747	12.28646	15.96598	13.21835	9.62896	66.89385	0.00452	55.64241	15.90888	70.73907	21.41079	23.21057	77.93979	97.69382	59.95864	52.39909	24.19774	67.19850
2018-05-06 20:05:00	3590433799317662329	1.00000	7.35143	9.69056	9.40391	13.27288	15.35980	12.02883	13.37781	57.31850	0.01406	44.42809	30.91504	11.99094	90.87464	42.26880	48.35927	52.41815	36.97909	30.63262	88.66143	29.83189
2018-05-06 20:06:00	8630330696303481065	1.00000	9.80027	10.73170	7.97356	11.75038	12.60336	9.85978	8.41725	47.79224	0.00869	44.40586	21.26438	69.69442	10.97986	87.37437	68.10469	15.33499	90.61358	98.43980	80.97826	56.84618
2018-05-06 20:07:00	8630330696303481974	1.00000	11.70848	12.89115	9.76073	13.14416	12.41748	14.73686	15.33570	37.83909	0.08372	72.79975	0.17001	91.02147	20.65224	82.08122	11.76963	95.99450	33.06259	13.38208	10.69235	37.93056
2018-05-06 20:08:00	3590433799317661875	1.00000	8.59043	14.75989	10.59532	11.45145	14.38650	14.37424	13.30135	70.29675	0.00016	58.16674	43.82502	37.32947	69.98241	93.28125	26.81102	28.55101	56.64397	94.91477	6.43960	42.95214
2018-05-06 20:09:00	3590433799317661420	1.00000	11.72678	9.44275	6.21775	13.04886	16.34868	11.39989	6.84450	59.97663	2.90323	48.92227	52.64929	88.37417	37.32474	3.71956	96.02918	63.09457	96.02577	22.19937	42.44159	65.67893
2018-05-06 20:10:00	359043379931766908	1.00000	11.61425	9.57541	8.66572	11.90742	10.52210	11.94108	8.53333	65.28078	0.16865	50.52954	87.21361	52.97000	29.07314	59.35554	70.49763	87.81788	77.32259	4.90284	17.26292	46.67335
2018-05-06 20:11:00	3590433799317661669	1.00000	9.63217	10.83154	9.79514	14.86770	16.96536	14.87966	11.17789	42.05453	33.40167	71.45528	80.63388	9.08112	77.01448	30.05464	65.68407	14.94234	18.73398	15.26344	24.11904	96.33674
2018-05-06 20:12:00	8630330696303481933	0.00000	12.44159	11.27460	9.67935	15.22324	12.19936	7.02524	16.00507	48.28622	0.00050	60.94994	85.55599	12.62120	70.17206	2.43662	60.72063	62.41290	98.74698	16.86338	24.77902	60.49444
2018-05-06 20:13:00	863033069630348644	1.00000	10.33585	16.83754	8.38246	15.40140	13.21609	9.00330	12.09490	73.06257	0.01041	45.66820	73.24856	36.91930	91.07675	52.22381	7.12190	62.57665	41.11292	87.26912	58.35921	98.28241
2018-05-06 20:14:00	8630330696303481016	0.00000	12.34402	7.21203	12.29221	7.81379	10.98800	8.81092	14.53186	40.38845	0.01269	35.37975	25.23605	2.93423	90.86824	60.74888	92.11111	50.69262	24.46560	46.68829	44.58123	36.31749
2018-05-06 20:15:00	863033069630348727	1.00000	11.85262	7.28042	10.29367	12.32072	14.03769	12.64399	10.01557	55.00629	0.01153	44.89363	12.76618	11.12503	61.89091	38.60052	88.13470	77.17673	83.14414	7.67939	42.00635	52.42260
2018-05-06 20:16:00	359043379931766098	1.00000	12.63322	9.70258	12.01607	15.92694	14.37847	16.48958	7.72207	44.69516	0.01680	66.04928	94.04608	79.80271	28.18342	66.86518	48.62668	43.11263	30.86399	56.93341	44.53564	29.09447
2018-05-06 20:17:00	3590433799317661701	0.00000	12.87906	11.32462	13.17974	8.48401	17.05420	13.16758	11.35415	55.81670	0.00053	45.20523	92.05340	74.25514	81.14484	60.11140	85.03291	54.99340	8.90320	44.03577	84.69492	33.99564
2018-05-06 20:18:00	359043379931766841	0.00000	15.67303	12.80318	7.01412	5.24363	10.61842	13.83764	5.09121	40.34262	0.02077	50.83956	92.83484	9.65260	88.12229	58.67469	64.33670	50.85853	52.33002	68.34208	97.17288	36.65736
2018-05-06 20:19:00	359043379931766155	1.00000	11.26018	8.61549	14.53142	11.13317	14.88733	12.83412	10.42048	56.06561	0.00019	59.35828	1.22983	89.50874	63.89566	46.15658	13.67581	44.33939	59.42728	92.40940	54.03032	31.52507
2018-05-06 20:20:00	3590433799317661008	0.00000	16.36927	12.63644	9.80790	6.93559	12.91666	12.89631	5.01565	67.31984	0.00209	40.63929	43.48195	33.95442	88.44979	16.21808	28.04560	50.78676	86.96037	38.27437	2.63006	68.56769
2018-05-06 20:21:00	8630330696303482311	0.00000	11.82183	4.86442	15.74286	13.93943	12.68259	15.83825	11.24274	42.03597	0.00386	57.28339	23.23968	62.49824	49.14951	77.52458	69.24556	8.10465	99.25720	74.99552	2.15994	10.69260
2018-05-06 20:22:00	3590433799317661925	1.00000	9.16872	11.68172	8.99038	14.53369	14.87254	14.00453	8.78594	44.88878	0.18582	43.27992	5.13896	52.13948	57.17149	57.96242	53.57893	91.86270	30.87223	90.26876	75.17752	75.73706
2018-05-06 20:23:00	3590433799317661594	1.00000	10.61374	11.14169	8.29363	12.09548	18.47869	12.27688	9.55318	69.03220	0.18225	61.11246	77.38352	86.48117	41.89542	39.46629	8.52444	29.88804	54.29643	34.09404	86.18295	17.87546
2018-05-06 20:24:00	359043379931766361	1.00000	9.75767	12.51271	8.46873	13.20778	14.28335	14.26682	11.61364	68.61514	0.03813	50.87263	25.17958	45.70030	66.10742	1.67717	32.10954	9.47136	1.59150	92.71118	93.82058	2.83737
2018-05-06 20:25:00	359043379931766916	0.00000	8.34122	10.52960	14.63566	9.57491	13.34248	14.20779	13.13661	56.44025	0.00125	59.13435	61.84673	76.85197	7.52592	36.92101	37.64983	54.98943	42.62835	71.77796	71.39127	25.86983
2018-05-06 20:26:00	3590433799317661107	1.00000	12.54162	10.18823	12.23991	12.73850	12.41310	13.32743	7.89541	49.22861	0.14272	36.36654	44.28424	29.46954	40.79078	65.17266	23.10406	80.80910	83.97324	38.72348	87.99633	45.15631
2018-05-06 20:27:00	8630330696303482444	1.00000	11.30895	11.32886	10.50620	13.17111	14.03077	16.00386	8.13768	47.37236	0.04738	70.29692	80.46417	90.06994	59.58793	99.04343	89.53419	67.23655	48.35869	64.88845	65.49595	28.99650
2018-05-06 20:28:00	3590433799317662402	0.00000	17.09381	9.44486	16.66930	10.03736	13.49631	11.58475	11.72032	47.08344	0.01555	65.37915	31.96090	93.64311	3.83553	15.57470	85.58637	42.58512	69.09002	33.00633	53.84584	58.34353
2018-05-06 20:29:00	3590433799317661495	1.00000	8.70062	10.15178	10.74483	14.10315	13.33769	12.08149	9.21495	46.50481	0.00400	45.23534	10.57741	3.88705	48.77278	84.02695	71.16041	59.50719	64.37928	69.27237	87.92474	63.39695
2018-05-06 20:30:00	3590433799317661495	1.00000	10.88478	7.04971	11.28816	13.19739	13.23896	13.55198	9.85891	56.76167	0.00733	39.08178	72.68080	24.33136	58.75362	0.10409	29.80188	56.09592	54.20158	75.72480	55.66356	80.27328
2018-05-06 20:31:00	359043379931766619	0.00000	14.89845	10.70033	13.69343	7.52865	16.19611	12.92698	11.10594	69.15740	0.00034	53.69396	20.89216	96.91669	68.97314	71.64399	41.38456	27.21070	80.01880	20.10346	64.52313	30.32174
2018-05-06 20:32:00	863033069630348321	0.00000	13.45591	10.31409	11.22064	13.92292	10.87018	6.24452	18.18489	48.43668	0.00315	57.47402	46.35468	59.35360	64.24787	38.34756	96.14819	63.54936	51.32634	27.25456	42.86802	94.07049
2018-05-06 20:33:00	3590433799317661289	0.00000	16.11059	7.57812	14.81329	6.41925	15.61275	10.56315	12.22354	56.45927	0.00111	40.57661	2.35979	10.44653	28.96029	95.16671	55.39279	15.78715	39.48301	91.93720	83.82234	18.27966
2018-05-06 20:34:00	8630330696303481909	0.00000	14.74874	6.05617	16.50429	9.52278	12.96312	12.39724	13.29341	58.63883	0.00025	46.98120	86.04519	13.83697	0.16314	46.02213	39.63927	76.21981	72.25622	83.50047	0.01570	19.54474
